scenario,seed,policy,variant,at_risk_orders,at_risk_amount,at_risk_recovered_orders,at_risk_recovered_amount,at_risk_recovery_rate,at_risk_messages,at_risk_link_orders,at_risk_steer_orders,at_risk_organic_orders,eligible_orders,eligible_amount,recovered_orders,recovered_amount,recovery_rate,link_orders,steer_orders,organic_orders,messages_sent,links_created,opt_outs,escalations,incidents,actions_refused,policy_violations,time_to_detect_minutes,stream_digest
S2,6,agent,peak,149,22737252,84,12597484,0.563758,81,17,46,21,1623,238368344,541,82231528,0.333333,19,47,475,92,55,3,0,1,61,0,6.0,c7328916510b1b243ae236da33992167fca9f181b25ba186298b062746301f52
S2,7,B0,peak,142,27147994,32,6946933,0.225352,0,0,0,32,1602,327366333,533,115110712,0.332709,0,0,533,0,0,0,0,1,0,0,5.0,b64b4a2766914c44b95d98b05a26d30fd7a1923610d8c3c113bc702507be67cd
S2,7,B1,peak,142,27147994,56,11034843,0.394366,78,24,0,32,1602,327366333,974,204551754,0.607990,474,0,500,937,937,20,0,1,536,0,5.0,b64b4a2766914c44b95d98b05a26d30fd7a1923610d8c3c113bc702507be67cd
S2,7,B2,peak,142,27147994,61,12605249,0.429577,131,29,0,32,1602,327366333,951,199785622,0.593633,438,0,513,1133,759,24,0,1,483,0,5.0,b64b4a2766914c44b95d98b05a26d30fd7a1923610d8c3c113bc702507be67cd
S2,7,agent,peak,142,27147994,71,13946715,0.500000,36,6,39,26,1602,327366333,574,122678370,0.358302,6,41,527,40,24,2,0,1,4,0,5.0,b64b4a2766914c44b95d98b05a26d30fd7a1923610d8c3c113bc702507be67cd
S2,8,B0,peak,152,24137720,24,4248032,0.157895,0,0,0,24,1612,254477771,495,84187307,0.307072,0,0,495,0,0,0,0,1,0,0,11.0,13292ba8f9770ba9f874b400c8b60c90089741866b798af36ffeb3212f3d779d
S2,8,B1,peak,152,24137720,38,6239657,0.250000,93,14,0,24,1612,254477771,899,148018990,0.557692,435,0,464,967,967,29,0,1,524,0,11.0,13292ba8f9770ba9f874b400c8b60c90089741866b798af36ffeb3212f3d779d
S2,8,B2,peak,152,24137720,48,8102526,0.315789,142,24,0,24,1612,254477771,899,150244529,0.557692,418,0,481,1191,787,23,0,1,493,0,11.0,13292ba8f9770ba9f874b400c8b60c90089741866b798af36ffeb3212f3d779d
S2,8,agent,peak,152,24137720,24,4248032,0.157895,0,0,0,24,1612,254477771,495,84187307,0.307072,0,0,495,0,0,0,2,1,88,0,11.0,13292ba8f9770ba9f874b400c8b60c90089741866b798af36ffeb3212f3d779d
S2,9,B0,peak,170,27580348,26,4876776,0.152941,0,0,0,26,1667,270762638,497,86974501,0.298140,0,0,497,0,0,0,0,1,0,0,16.0,f2fbe4242260b228d8eb3fec25764c6460907bc68c24788bba57df106004c09c
S2,9,B1,peak,170,27580348,48,9184347,0.282353,93,22,0,26,1667,270762638,930,157921093,0.557888,474,0,456,1002,1002,26,0,1,560,0,16.0,f2fbe4242260b228d8eb3fec25764c6460907bc68c24788bba57df106004c09c
S2,9,B2,peak,170,27580348,55,10368244,0.323529,154,29,0,26,1667,270762638,921,156713245,0.552490,443,0,478,1258,829,28,0,1,536,0,16.0,f2fbe4242260b228d8eb3fec25764c6460907bc68c24788bba57df106004c09c
S2,9,agent,peak,170,27580348,26,4876776,0.152941,0,0,0,26,1667,270762638,497,86974501,0.298140,0,0,497,0,0,0,2,1,90,0,16.0,f2fbe4242260b228d8eb3fec25764c6460907bc68c24788bba57df106004c09c
S3,0,B0,peak,527,102705834,176,37351010,0.333966,0,0,0,176,1938,376612071,618,128937180,0.318885,0,0,618,0,0,0,0,1,0,0,7.0,8123ab82ab0645280a12cee97027f83e9aa38dffe487c23ee462dd985f32ead2
S3,0,B1,peak,527,102705834,201,42144517,0.381404,354,28,0,173,1938,376612071,1000,200574931,0.515996,414,0,586,1164,1164,65,0,1,680,0,7.0,8123ab82ab0645280a12cee97027f83e9aa38dffe487c23ee462dd985f32ead2
S3,0,B2,peak,527,102705834,254,52160826,0.481973,434,78,0,176,1938,376612071,1036,207329884,0.534572,433,0,603,1447,916,40,0,1,611,0,7.0,8123ab82ab0645280a12cee97027f83e9aa38dffe487c23ee462dd985f32ead2
S3,0,agent,peak,527,102705834,255,52799409,0.483871,398,79,0,176,1938,376612071,730,151819079,0.376677,112,0,618,533,324,12,1,1,169,0,7.0,8123ab82ab0645280a12cee97027f83e9aa38dffe487c23ee462dd985f32ead2
S3,1,B0,peak,549,75893832,158,23255434,0.287796,0,0,0,158,1921,267899051,567,82819705,0.295159,0,0,567,0,0,0,0,1,0,0,7.0,c4a81554cf660a65eb3ec1e470cfd2fb46ea62649438d6979687262935e58265
S3,1,B1,peak,549,75893832,215,31331754,0.391621,321,58,0,157,1921,267899051,1012,147462638,0.526809,476,0,536,1123,1123,56,0,1,656,0,7.0,c4a81554cf660a65eb3ec1e470cfd2fb46ea62649438d6979687262935e58265
S3,1,B2,peak,549,75893832,248,35146464,0.451730,503,90,0,158,1921,267899051,1022,148240346,0.532015,471,0,551,1475,940,41,0,1,620,0,7.0,c4a81554cf660a65eb3ec1e470cfd2fb46ea62649438d6979687262935e58265
S3,1,agent,peak,549,75893832,217,31545526,0.395264,264,59,0,158,1921,267899051,649,94829321,0.337845,82,0,567,381,234,12,1,1,16,0,7.0,c4a81554cf660a65eb3ec1e470cfd2fb46ea62649438d6979687262935e58265
S3,2,B0,peak,588,125654346,178,40660668,0.302721,0,0,0,178,1917,404891959,627,138768765,0.327074,0,0,627,0,0,0,0,1,0,0,4.0,39c77d7da57ee015902045a32afa9da5cd5b14b33abed9c18114a551b26e2efe
S3,2,B1,peak,588,125654346,271,60972517,0.460884,297,93,0,178,1917,404891959,1095,239276023,0.571205,508,0,587,1082,1082,14,0,1,641,0,4.0,39c77d7da57ee015902045a32afa9da5cd5b14b33abed9c18114a551b26e2efe
S3,2,B2,peak,588,125654346,287,65049578,0.488095,549,109,0,178,1917,404891959,1101,242151848,0.574335,489,0,612,1419,907,21,0,1,586,0,4.0,39c77d7da57ee015902045a32afa9da5cd5b14b33abed9c18114a551b26e2efe
S3,2,agent,peak,588,125654346,292,65628852,0.496599,492,114,0,178,1917,404891959,774,170312923,0.403756,147,0,627,613,379,13,1,1,165,0,4.0,39c77d7da57ee015902045a32afa9da5cd5b14b33abed9c18114a551b26e2efe
S3,3,B0,peak,549,101037879,165,30989580,0.300546,0,0,0,165,1893,348994054,593,114466260,0.313259,0,0,593,0,0,0,0,1,0,0,9.0,e732ba7f77f949f64455fe5907314c0f0674fdf25910606e3aef98823be1b9c3
S3,3,B1,peak,549,101037879,221,41126915,0.402550,323,59,0,162,1893,348994054,1031,193079778,0.544638,483,0,548,1106,1106,39,0,1,653,0,9.0,e732ba7f77f949f64455fe5907314c0f0674fdf25910606e3aef98823be1b9c3
S3,3,B2,peak,549,101037879,254,48316878,0.462659,470,89,0,165,1893,348994054,1034,196142586,0.546223,459,0,575,1421,914,42,0,1,627,0,9.0,e732ba7f77f949f64455fe5907314c0f0674fdf25910606e3aef98823be1b9c3
S3,3,agent,peak,549,101037879,264,50345380,0.480874,417,99,0,165,1893,348994054,713,137943209,0.376651,120,0,593,511,316,12,1,1,168,0,9.0,e732ba7f77f949f64455fe5907314c0f0674fdf25910606e3aef98823be1b9c3
S3,4,B0,peak,591,101212982,176,30730670,0.297800,0,0,0,176,1890,331338175,566,106714215,0.299471,0,0,566,0,0,0,0,1,0,0,8.0,4ddd18a268b02321b2a4f6f13ee0e9da40039086a161f10cf85b093ef440f990
S3,4,B1,peak,591,101212982,272,49451216,0.460237,301,96,0,176,1890,331338175,1051,197309598,0.556085,511,0,540,1088,1088,22,0,1,613,0,8.0,4ddd18a268b02321b2a4f6f13ee0e9da40039086a161f10cf85b093ef440f990
S3,4,B2,peak,591,101212982,284,51682799,0.480541,542,108,0,176,1890,331338175,1039,196267240,0.549735,488,0,551,1448,929,28,0,1,594,0,8.0,4ddd18a268b02321b2a4f6f13ee0e9da40039086a161f10cf85b093ef440f990
S3,4,agent,peak,591,101212982,295,53412207,0.499154,487,119,0,176,1890,331338175,716,135735174,0.378836,150,0,566,595,369,10,1,1,165,0,8.0,4ddd18a268b02321b2a4f6f13ee0e9da40039086a161f10cf85b093ef440f990
S3,5,B0,peak,531,85785047,163,28842379,0.306968,0,0,0,163,1836,306617048,607,110746671,0.330610,0,0,607,0,0,0,0,1,0,0,7.0,9a1320b6d67c24529a03a9b663fbf6f0dd5100b22c4ab33928b879e32d57527e
S3,5,B1,peak,531,85785047,190,33817240,0.357815,367,30,0,160,1836,306617048,973,172173319,0.529956,393,0,580,1113,1113,61,0,1,615,0,7.0,9a1320b6d67c24529a03a9b663fbf6f0dd5100b22c4ab33928b879e32d57527e
S3,5,B2,peak,531,85785047,250,44140431,0.470810,487,87,0,163,1836,306617048,1002,179215212,0.545752,405,0,597,1371,862,39,0,1,572,0,7.0,9a1320b6d67c24529a03a9b663fbf6f0dd5100b22c4ab33928b879e32d57527e
S3,5,agent,peak,531,85785047,251,44805812,0.472693,445,88,0,163,1836,306617048,700,128203609,0.381264,93,0,607,503,302,9,1,1,138,0,7.0,9a1320b6d67c24529a03a9b663fbf6f0dd5100b22c4ab33928b879e32d57527e
S3,6,B0,peak,543,80704784,149,23906011,0.274401,0,0,0,149,1890,277223446,561,86375519,0.296825,0,0,561,0,0,0,0,1,0,0,8.0,8d3cf58598e8e5bdb4dcad099147d5d5dc4b9bcea506167f4f0c250e235d9ed0
S3,6,B1,peak,543,80704784,216,33601671,0.397790,287,69,0,147,1890,277223446,1005,148028126,0.531746,473,0,532,1099,1099,34,0,1,640,0,8.0,8d3cf58598e8e5bdb4dcad099147d5d5dc4b9bcea506167f4f0c250e235d9ed0
S3,6,B2,peak,543,80704784,247,39232293,0.454880,477,98,0,149,1890,277223446,1012,151202554,0.535450,462,0,550,1438,920,38,0,1,614,0,8.0,8d3cf58598e8e5bdb4dcad099147d5d5dc4b9bcea506167f4f0c250e235d9ed0
S3,6,agent,peak,543,80704784,251,39701800,0.462247,417,102,0,149,1890,277223446,716,110469772,0.378836,155,0,561,640,401,17,1,1,229,0,8.0,8d3cf58598e8e5bdb4dcad099147d5d5dc4b9bcea506167f4f0c250e235d9ed0
S3,7,B0,peak,553,114480972,159,36147163,0.287523,0,0,0,159,1882,386064820,613,134208372,0.325717,0,0,613,0,0,0,0,1,0,0,7.0,23755edec38430f7eb0a04b94a1ebb3865df4a25d925770b48464958770d52d8
S3,7,B1,peak,553,114480972,243,55654472,0.439421,260,84,0,159,1882,386064820,1093,234282298,0.580765,514,0,579,1069,1069,25,0,1,631,0,7.0,23755edec38430f7eb0a04b94a1ebb3865df4a25d925770b48464958770d52d8
S3,7,B2,peak,553,114480972,253,57634647,0.457505,485,94,0,159,1882,386064820,1074,230010931,0.570670,481,0,593,1380,888,33,0,1,569,0,7.0,23755edec38430f7eb0a04b94a1ebb3865df4a25d925770b48464958770d52d8
S3,7,agent,peak,553,114480972,259,59646156,0.468354,422,100,0,159,1882,386064820,740,164032863,0.393199,127,0,613,545,336,14,1,1,193,0,7.0,23755edec38430f7eb0a04b94a1ebb3865df4a25d925770b48464958770d52d8
S3,8,B0,peak,492,73438389,146,22801205,0.296748,0,0,0,146,1832,286260504,565,95418158,0.308406,0,0,565,0,0,0,0,2,0,0,7.0,65265ce6aa59ea7c83ba5c5a2a3037e47951bcac684dd7ff4ca315326abc1bed
S3,8,B1,peak,492,73438389,198,30553866,0.402439,306,52,0,146,1832,286260504,992,162621891,0.541485,456,0,536,1119,1119,46,0,2,568,0,7.0,65265ce6aa59ea7c83ba5c5a2a3037e47951bcac684dd7ff4ca315326abc1bed
S3,8,B2,peak,492,73438389,225,34998844,0.457317,423,79,0,146,1832,286260504,986,163391689,0.538210,433,0,553,1429,901,30,0,2,548,0,7.0,65265ce6aa59ea7c83ba5c5a2a3037e47951bcac684dd7ff4ca315326abc1bed
S3,8,agent,peak,492,73438389,229,35523152,0.465447,366,83,0,146,1832,286260504,684,114993915,0.373362,119,0,565,545,335,10,2,2,168,0,7.0,65265ce6aa59ea7c83ba5c5a2a3037e47951bcac684dd7ff4ca315326abc1bed
S3,9,B0,peak,584,92192059,158,27075648,0.270548,0,0,0,158,1954,315857365,586,101430417,0.299898,0,0,586,0,0,0,0,1,0,0,6.0,50ec5ef2e8080802bdb8c1e5c477acd7bcc63727cfbad615cdfc67163fb3268f
S3,9,B1,peak,584,92192059,243,42089285,0.416096,306,85,0,158,1954,315857365,1062,179831504,0.543501,518,0,544,1150,1150,28,0,1,631,0,6.0,50ec5ef2e8080802bdb8c1e5c477acd7bcc63727cfbad615cdfc67163fb3268f
S3,9,B2,peak,584,92192059,260,44465639,0.445205,549,102,0,158,1954,315857365,1057,178988814,0.540942,491,0,566,1533,978,35,0,1,611,0,6.0,50ec5ef2e8080802bdb8c1e5c477acd7bcc63727cfbad615cdfc67163fb3268f
S3,9,agent,peak,584,92192059,263,45260062,0.450342,509,105,0,158,1954,315857365,726,126711452,0.371546,140,0,586,658,406,17,1,1,183,0,6.0,50ec5ef2e8080802bdb8c1e5c477acd7bcc63727cfbad615cdfc67163fb3268f
S4,0,B0,peak,300,61219936,55,12283586,0.183333,0,0,0,55,1781,348519871,519,109420519,0.291409,0,0,519,0,0,0,0,1,0,0,4.0,04048bb0b4a5a9b3bad58bc4fbabda3421fabb2d28f196d063d629d5eda52100
S4,0,B1,peak,300,61219936,80,17854600,0.266667,179,25,0,55,1781,348519871,925,184899142,0.519371,437,0,488,1035,1035,37,0,1,642,0,4.0,04048bb0b4a5a9b3bad58bc4fbabda3421fabb2d28f196d063d629d5eda52100
S4,0,B2,peak,300,61219936,89,20037225,0.296667,264,34,0,55,1781,348519871,927,186509246,0.520494,424,0,503,1305,870,33,0,1,618,0,4.0,04048bb0b4a5a9b3bad58bc4fbabda3421fabb2d28f196d063d629d5eda52100
S4,0,agent,peak,300,61219936,55,12283586,0.183333,0,0,0,55,1781,348519871,519,109420519,0.291409,0,0,519,0,0,0,1,1,0,0,4.0,04048bb0b4a5a9b3bad58bc4fbabda3421fabb2d28f196d063d629d5eda52100
S4,1,B0,peak,323,42350630,42,6888573,0.130031,0,0,0,42,1765,243065298,476,69530657,0.269688,0,0,476,0,0,0,0,1,0,0,11.0,f212d896061f3364bdb57dd085c09895c5f1536b35ff9fafad9257fa81a5c5f7
S4,1,B1,peak,323,42350630,80,11667565,0.247678,177,38,0,42,1765,243065298,913,131733635,0.517280,470,0,443,1019,1019,44,0,1,636,0,11.0,f212d896061f3364bdb57dd085c09895c5f1536b35ff9fafad9257fa81a5c5f7
S4,1,B2,peak,323,42350630,86,13318376,0.266254,269,44,0,42,1765,243065298,901,130982655,0.510482,442,0,459,1307,873,38,0,1,639,0,11.0,f212d896061f3364bdb57dd085c09895c5f1536b35ff9fafad9257fa81a5c5f7
S4,1,agent,peak,323,42350630,42,6888573,0.130031,0,0,0,42,1765,243065298,476,69530657,0.269688,0,0,476,0,0,0,1,1,0,0,11.0,f212d896061f3364bdb57dd085c09895c5f1536b35ff9fafad9257fa81a5c5f7
S4,2,B0,peak,292,59520936,54,11844621,0.184932,0,0,0,54,1701,356555580,532,117159126,0.312757,0,0,532,0,0,0,0,1,0,0,8.0,095e8b9380205056f21d2334f08b5c1b2b72f7a75545bb23260214aa5ad29661
S4,2,B1,peak,292,59520936,96,20954994,0.328767,173,42,0,54,1701,356555580,952,208064591,0.559671,461,0,491,993,993,22,0,1,592,0,8.0,095e8b9380205056f21d2334f08b5c1b2b72f7a75545bb23260214aa5ad29661
S4,2,B2,peak,292,59520936,101,21499397,0.345890,271,47,0,54,1701,356555580,950,208437867,0.558495,434,0,516,1217,818,22,0,1,575,0,8.0,095e8b9380205056f21d2334f08b5c1b2b72f7a75545bb23260214aa5ad29661
S4,2,agent,peak,292,59520936,54,11844621,0.184932,0,0,0,54,1701,356555580,532,117159126,0.312757,0,0,532,0,0,0,1,1,0,0,8.0,095e8b9380205056f21d2334f08b5c1b2b72f7a75545bb23260214aa5ad29661
S4,3,B0,peak,307,55431161,50,8947953,0.162866,0,0,0,50,1721,317224209,505,97089784,0.293434,0,0,505,0,0,0,0,1,0,0,8.0,da0f96c1f90395dc45fe8b8e74f98812179983f3a0b27a111822e9d0badbfa75
S4,3,B1,peak,307,55431161,86,15826584,0.280130,190,37,0,49,1721,317224209,940,176237460,0.546194,479,0,461,1008,1008,25,0,1,596,0,8.0,da0f96c1f90395dc45fe8b8e74f98812179983f3a0b27a111822e9d0badbfa75
S4,3,B2,peak,307,55431161,99,18957412,0.322476,295,49,0,50,1721,317224209,934,177253098,0.542708,448,0,486,1266,853,33,0,1,604,0,8.0,da0f96c1f90395dc45fe8b8e74f98812179983f3a0b27a111822e9d0badbfa75
S4,3,agent,peak,307,55431161,50,8947953,0.162866,0,0,0,50,1721,317224209,505,97089784,0.293434,0,0,505,0,0,0,1,1,0,0,8.0,da0f96c1f90395dc45fe8b8e74f98812179983f3a0b27a111822e9d0badbfa75
S4,4,B0,peak,320,57367002,51,9051945,0.159375,0,0,0,51,1745,311388872,480,91375939,0.275072,0,0,480,0,0,0,0,1,0,0,9.0,476ea678064655d22c2c19e5e1121ac284c4ecc334271842b3c2005d76ce8763
S4,4,B1,peak,320,57367002,99,18204601,0.309375,202,49,0,50,1745,311388872,929,176015681,0.532378,477,0,452,1037,1037,39,0,1,590,0,9.0,476ea678064655d22c2c19e5e1121ac284c4ecc334271842b3c2005d76ce8763
S4,4,B2,peak,320,57367002,98,17745250,0.306250,303,48,0,50,1745,311388872,907,172506514,0.519771,443,0,464,1305,870,31,0,1,612,0,9.0,476ea678064655d22c2c19e5e1121ac284c4ecc334271842b3c2005d76ce8763
S4,4,agent,peak,320,57367002,51,9051945,0.159375,0,0,0,51,1745,311388872,480,91375939,0.275072,0,0,480,0,0,0,1,1,0,0,9.0,476ea678064655d22c2c19e5e1121ac284c4ecc334271842b3c2005d76ce8763
S4,5,B0,peak,293,47320665,39,7063697,0.133106,0,0,0,39,1697,284161310,507,92951946,0.298763,0,0,507,0,0,0,0,1,0,0,6.0,874fbde9d0226c8ce645936136cdb6965e2088e867c78bd391cb4f0712ee9228
S4,5,B1,peak,293,47320665,64,11207567,0.218430,175,25,0,39,1697,284161310,908,159253996,0.535062,432,0,476,981,981,28,0,1,610,0,6.0,874fbde9d0226c8ce645936136cdb6965e2088e867c78bd391cb4f0712ee9228
S4,5,B2,peak,293,47320665,74,13250790,0.252560,269,35,0,39,1697,284161310,908,161867326,0.535062,412,0,496,1211,802,36,0,1,590,0,6.0,874fbde9d0226c8ce645936136cdb6965e2088e867c78bd391cb4f0712ee9228
S4,5,agent,peak,293,47320665,39,7063697,0.133106,0,0,0,39,1697,284161310,507,92951946,0.298763,0,0,507,0,0,0,1,1,0,0,6.0,874fbde9d0226c8ce645936136cdb6965e2088e867c78bd391cb4f0712ee9228
S4,6,B0,peak,285,39684425,37,6021978,0.129825,0,0,0,37,1707,248765760,470,72188606,0.275337,0,0,470,0,0,0,0,1,0,0,20.0,3de1a1dd8a1d41fb0408d479cccd68789ebd1813723b348289ff9c27862411f3
S4,6,B1,peak,285,39684425,67,10257115,0.235088,160,31,0,36,1707,248765760,891,130423016,0.521968,445,0,446,1008,1008,31,0,1,592,0,20.0,3de1a1dd8a1d41fb0408d479cccd68789ebd1813723b348289ff9c27862411f3
S4,6,B2,peak,285,39684425,75,11337687,0.263158,237,38,0,37,1707,248765760,871,129644139,0.510252,411,0,460,1271,848,30,0,1,608,0,20.0,3de1a1dd8a1d41fb0408d479cccd68789ebd1813723b348289ff9c27862411f3
S4,6,agent,peak,285,39684425,37,6021978,0.129825,0,0,0,37,1707,248765760,470,72188606,0.275337,0,0,470,0,0,0,1,1,0,0,20.0,3de1a1dd8a1d41fb0408d479cccd68789ebd1813723b348289ff9c27862411f3
S4,7,B0,peak,256,53636725,30,7988573,0.117188,0,0,0,30,1684,347298039,528,115299723,0.313539,0,0,528,0,0,0,0,1,0,0,12.0,db3c2cb9934a678d8953d7ec052db6af35ff34ce6a6007be0b69bf9a90736e61
S4,7,B1,peak,256,53636725,77,19283200,0.300781,155,47,0,30,1684,347298039,986,210343855,0.585511,490,0,496,991,991,24,0,1,570,0,12.0,db3c2cb9934a678d8953d7ec052db6af35ff34ce6a6007be0b69bf9a90736e61
S4,7,B2,peak,256,53636725,59,14378709,0.230469,240,29,0,30,1684,347298039,938,199925130,0.557007,429,0,509,1208,817,23,0,1,552,0,12.0,db3c2cb9934a678d8953d7ec052db6af35ff34ce6a6007be0b69bf9a90736e61
S4,7,agent,peak,256,53636725,30,7988573,0.117188,0,0,0,30,1684,347298039,528,115299723,0.313539,0,0,528,0,0,0,1,1,0,0,12.0,db3c2cb9934a678d8953d7ec052db6af35ff34ce6a6007be0b69bf9a90736e61
S4,8,B0,peak,309,53004684,52,10364227,0.168285,0,0,0,52,1729,276993572,503,86990828,0.290920,0,0,503,0,0,0,0,1,0,0,7.0,316af0dce957a3749db5a5c5fd0a3eda28de36ceef828f725ab4339320491781
S4,8,B1,peak,309,53004684,82,16350922,0.265372,192,31,0,51,1729,276993572,915,153553079,0.529208,442,0,473,1039,1039,35,0,1,563,0,7.0,316af0dce957a3749db5a5c5fd0a3eda28de36ceef828f725ab4339320491781
S4,8,B2,peak,309,53004684,90,17061742,0.291262,291,39,0,51,1729,276993572,911,154146614,0.526894,422,0,489,1312,864,32,0,1,565,0,7.0,316af0dce957a3749db5a5c5fd0a3eda28de36ceef828f725ab4339320491781
S4,8,agent,peak,309,53004684,52,10364227,0.168285,0,0,0,52,1729,276993572,503,86990828,0.290920,0,0,503,0,0,0,1,1,0,0,7.0,316af0dce957a3749db5a5c5fd0a3eda28de36ceef828f725ab4339320491781
S4,9,B0,peak,319,52622722,48,9672937,0.150470,0,0,0,48,1782,290143632,519,92440922,0.291246,0,0,519,0,0,0,0,1,0,0,10.0,fb77896fa30f40af91dce3c1e63062816279c825647d32a0debc0297c48bae18
S4,9,B1,peak,319,52622722,86,16089291,0.269592,180,38,0,48,1782,290143632,949,162016558,0.532548,472,0,477,1059,1059,26,0,1,609,0,10.0,fb77896fa30f40af91dce3c1e63062816279c825647d32a0debc0297c48bae18
S4,9,B2,peak,319,52622722,94,17454710,0.294671,284,46,0,48,1782,290143632,944,161704261,0.529742,445,0,499,1346,890,30,0,1,616,0,10.0,fb77896fa30f40af91dce3c1e63062816279c825647d32a0debc0297c48bae18
S4,9,agent,peak,319,52622722,48,9672937,0.150470,0,0,0,48,1782,290143632,519,92440922,0.291246,0,0,519,0,0,0,1,1,0,0,10.0,fb77896fa30f40af91dce3c1e63062816279c825647d32a0debc0297c48bae18
